Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max='20', simulations_per_indiv=6, len_individual=6, food_weight=0.001, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 200
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-19_22-27-07.txt

Starting computation at 2023-06-19 22:27:09.

o [0.87671, 0.85202, 0.57327, 0.35868, 6.97979, 0.22682, ]  122.21083
o [0.87671, 0.40946, 0.57327, 0.35868, 6.97979, 14.90417, ]  122.26883
o [0.51843, 0.85202, 0.76877, 5.46163, 2.93916, 0.22682, ]  122.69783
o [0.87671, 0.85202, 0.57327, 0.35868, 6.97979, 0.22682, ]  122.70350
o [0.87671, 0.85202, 0.57327, 0.91031, 6.97979, 0.66932, ]  124.00717
o [0.87671, 0.85202, 0.57327, 5.46163, 6.97979, 9.16389, ]  124.18600
o [0.84896, 0.85202, 0.57327, 0.67714, 6.97979, 0.33168, ]  125.03533
o [0.51225, 0.29727, 0.52973, 0.76959, 0.08568, 0.75613, ]  125.44667
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  125.47783
o [0.51225, 0.39909, 0.52973, 0.91031, 0.03312, 0.66932, ]  125.80517
o [0.51843, 0.40946, 0.77387, 5.46163, 4.34638, 9.16389, ]  126.19117
o [0.84416, 0.79064, 1.12642, 0.55791, 0.19914, 0.99833, ]  126.51833
o [0.51843, 0.40946, 0.77387, 5.46163, 2.93916, 9.16389, ]  126.63100
o [0.39250, 0.34332, 0.84334, 1.70598, 0.25540, 0.50088, ]  127.14650
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  127.14767
o [0.51225, 0.31684, 0.52973, 1.70598, 0.06365, 0.66932, ]  127.63483
o [0.64533, 0.39909, 0.41795, 1.09445, 0.06365, 0.66932, ]  127.65583
o [0.43311, 0.90178, 0.77387, 10.57894, 2.93916, 0.22682, ]  128.35233
o [0.87671, 0.79903, 0.57327, 0.37636, 6.97979, 0.22682, ]  128.38883
o [0.39250, 0.34332, 0.68031, 0.91031, 0.25540, 0.53650, ]  128.96600
o [0.51225, 0.39909, 0.52973, 0.35868, 0.06365, 0.22463, ]  128.97317
o [0.30000, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  129.12417
o [0.51225, 0.39909, 0.52973, 0.56690, 0.06365, 0.66932, ]  129.27817
o [0.39250, 0.34332, 0.84334, 0.91031, 0.25540, 0.50088, ]  129.30917
o [0.96207, 0.85202, 0.57327, 0.44840, 10.17048, 0.22682, ]  129.38983
o [0.39250, 0.34332, 0.84334, 1.70598, 0.25540, 0.50088, ]  129.48850
o [1.00000, 0.79064, 0.96145, 0.55791, 0.19914, 1.06776, ]  129.51317
