Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max='20', simulations_per_indiv=6, len_individual=6, food_weight=0.0, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug='1', binary_filepath='colab_uploads/cpp_simulation_200f_2s')

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 200
>NUM_SHARKS: 2
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-20_08-57-02.txt

Starting computation at 2023-06-20 08:57:04.

GEN 0, TIME 65.85, PARAMS: [ 0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ], SCORE: 169.67
p [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  169.66667
p [0.83568, 0.08683, 4.26745, 7.51952, 0.95342, 2.60037, ]  172.50000
p [0.87799, 7.34433, 7.73505, 4.79111, 0.76638, 0.61728, ]  174.66667
p [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  175.50000
p [0.47969, 0.47446, 0.07231, 9.56554, 3.58130, 4.71473, ]  176.16667
p [0.66151, 4.14303, 9.75259, 0.44029, 8.09040, 0.18940, ]  176.16667
p [0.89015, 0.52996, 1.39783, 1.32335, 0.02174, 0.97629, ]  177.00000
p [0.43947, 3.43047, 8.74681, 0.53983, 2.37095, 8.89907, ]  179.00000
p [0.41745, 0.22621, 5.97914, 3.04331, 0.08889, 9.25007, ]  179.16667
p [0.76323, 9.36972, 9.15909, 0.52979, 6.85687, 9.25618, ]  179.16667
p [0.55344, 0.59235, 9.90105, 0.13341, 0.21415, 1.52128, ]  180.66667
p [0.84841, 0.82277, 2.85435, 9.91910, 0.21675, 0.47682, ]  182.16667
p [0.31695, 4.68057, 9.07832, 0.12086, 0.12442, 7.15287, ]  182.16667
p [0.35273, 5.61356, 7.20054, 0.64083, 0.40003, 0.77346, ]  183.00000
p [0.41430, 4.89286, 0.65594, 0.24311, 0.53803, 4.77836, ]  183.33333
p [0.98123, 0.27876, 0.18533, 0.37774, 1.51866, 5.32992, ]  186.00000
p [0.75319, 9.84312, 3.33538, 8.61062, 3.51650, 4.02373, ]  188.00000
p [0.61996, 8.86374, 0.28363, 2.96388, 0.67675, 0.81570, ]  192.50000
p [0.76886, 8.03163, 0.30109, 8.87664, 0.64857, 0.82080, ]  193.16667
p [0.34589, 8.08796, 0.31968, 3.82867, 0.31810, 0.29711, ]  197.00000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  150.00000
o [0.47232, 0.31132, 1.05235, 5.72550, 9.04620, 0.00957, ]  150.83333
o [0.47232, 0.31132, 0.40129, 5.72550, 4.54958, 0.01209, ]  151.00000
o [0.50790, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  151.16667
o [0.47232, 0.31132, 0.47538, 8.69567, 9.04620, 0.00957, ]  155.66667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  155.83333
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00816, ]  156.33333
o [0.47232, 0.31132, 0.30189, 5.72550, 9.04620, 0.00957, ]  157.16667
o [0.73992, 0.31132, 0.91860, 5.72550, 10.62586, 0.00957, ]  160.00000
o [0.47232, 0.19776, 0.56888, 5.72550, 9.04620, 0.00571, ]  160.16667
o [0.47232, 0.34032, 0.77758, 5.72550, 9.04620, 0.00957, ]  160.50000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  160.66667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  160.83333
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  160.83333
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  162.33333
o [0.47232, 0.31132, 0.56888, 7.09971, 9.04620, 0.00957, ]  162.33333
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  162.83333
o [0.47232, 0.24047, 0.56888, 5.72550, 9.04620, 0.00957, ]  163.00000
o [0.58628, 0.31132, 0.56888, 5.72550, 17.58250, 0.00957, ]  163.16667
o [0.47232, 0.25250, 0.56888, 5.72550, 9.04620, 0.00692, ]  163.83333
o [0.45626, 0.31132, 0.54331, 5.72550, 9.04620, 0.00957, ]  164.00000
o [0.62688, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  165.00000
o [0.42833, 0.37137, 0.56888, 5.72550, 4.80236, 0.00957, ]  165.00000
o [0.47232, 0.31132, 0.76436, 5.72550, 9.04620, 0.00957, ]  165.16667
o [0.47232, 0.31132, 0.56888, 10.54508, 9.04620, 0.00957, ]  166.66667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  166.83333
o [0.37634, 0.34364, 1.37633, 3.67109, 5.88188, 9.05562, ]  167.00000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  167.33333
o [0.47232, 0.34457, 0.56888, 6.16682, 9.04620, 0.01912, ]  167.50000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.01333, ]  167.50000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00500, ]  168.16667
o [0.37634, 0.36622, 1.37633, 3.67109, 3.53087, 9.05562, ]  168.83333
o [0.47232, 0.31132, 0.92225, 5.72550, 9.04620, 0.00957, ]  169.00000
o [0.30000, 0.31132, 0.40404, 5.72550, 9.04620, 0.00957, ]  169.50000
o [0.35658, 0.31132, 0.34439, 5.72550, 9.04620, 0.00957, ]  169.66667
o [0.47969, 0.47446, 0.07231, 9.65572, 3.58130, 4.71473, ]  169.83333
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 7.52880, ]  171.33333
o [0.37634, 0.34364, 1.37633, 4.97850, 7.59736, 9.05562, ]  171.50000
o [0.47232, 0.31132, 0.56888, 10.52309, 9.04620, 0.00957, ]  172.00000
o [0.83568, 0.08683, 6.27957, 4.91044, 0.95342, 2.60037, ]  172.16667
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  172.33333
o [0.36570, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  172.66667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  173.00000
o [0.37634, 0.34364, 1.37633, 5.18007, 5.38800, 9.05562, ]  173.50000
o [0.83568, 0.08567, 4.26745, 7.51952, 0.95342, 2.60037, ]  174.16667
o [0.83568, 0.08151, 4.26745, 7.51952, 0.95342, 2.60037, ]  174.16667
o [0.47232, 7.34433, 7.73505, 3.50900, 9.04620, 0.00513, ]  174.33333
o [0.47232, 0.31132, 1.13341, 5.07737, 9.04620, 0.00957, ]  174.50000
o [0.87799, 7.34433, 7.73505, 4.79111, 0.76638, 0.61728, ]  174.50000
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  174.50000
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  175.66667
o [0.83568, 0.08683, 2.44388, 7.51952, 0.95342, 2.09143, ]  176.00000
o [0.59931, 0.47446, 0.07231, 9.56554, 3.58130, 4.71473, ]  176.00000
o [0.83568, 0.08683, 4.26745, 7.51952, 0.95342, 2.60037, ]  176.83333
o [0.47232, 7.34433, 7.73505, 4.79111, 9.04620, 0.00498, ]  177.33333
o [0.47232, 7.34433, 7.73505, 5.72550, 9.04620, 0.61728, ]  177.50000
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  177.66667
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  177.66667
o [0.37634, 0.34364, 1.37633, 3.79440, 5.38800, 9.12206, ]  178.66667
o [0.87799, 7.34433, 7.73505, 4.79111, 0.76638, 0.61728, ]  178.83333
o [0.87799, 0.31132, 0.56888, 4.79111, 0.76638, 0.00957, ]  179.00000
o [0.83568, 0.08683, 4.26745, 7.51952, 0.95342, 2.60037, ]  179.16667
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  179.66667
o [0.47969, 0.47446, 0.07231, 9.56554, 3.58130, 4.71473, ]  180.00000
o [0.87799, 7.34433, 7.73505, 6.70675, 0.76638, 0.61728, ]  180.16667
o [0.37634, 0.32738, 1.37633, 3.67109, 4.98845, 9.05562, ]  180.16667
o [0.87799, 7.34433, 5.24684, 4.79111, 0.50287, 0.52179, ]  180.33333
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  180.33333
o [0.35069, 0.34364, 1.37633, 3.67109, 5.38800, 9.05562, ]  180.33333
o [0.37634, 0.34364, 1.37633, 3.67109, 5.38800, 9.93480, ]  180.50000
o [0.47232, 7.34433, 7.73505, 5.72550, 9.04620, 0.61728, ]  181.33333
o [0.87799, 0.27109, 0.56888, 3.77906, 0.76638, 0.61728, ]  181.66667
o [0.87799, 7.34433, 7.73505, 4.79111, 0.40441, 0.61728, ]  182.00000
o [0.87799, 7.34433, 7.73505, 3.91324, 0.76638, 0.72982, ]  182.16667
o [0.87799, 0.31132, 0.56888, 3.01119, 0.76638, 0.00957, ]  182.33333
o [0.87799, 0.34364, 7.73505, 4.79111, 0.76638, 9.05562, ]  182.83333
o [1.00000, 7.34433, 7.73505, 4.79111, 0.76638, 0.61728, ]  183.33333
o [0.47232, 10.66122, 7.73505, 4.79111, 9.04620, 0.00957, ]  183.83333
o [0.37634, 7.34433, 1.66566, 3.67109, 5.38800, 0.47231, ]  183.83333
o [0.37634, 0.65799, 1.37633, 3.67109, 5.38800, 9.05562, ]  184.00000
o [0.61683, 0.34364, 2.43118, 3.67109, 5.38800, 15.70064, ]  184.33333
o [0.47232, 7.34433, 7.73505, 6.29379, 5.79864, 0.66486, ]  184.66667
o [0.83568, 0.08683, 4.26745, 7.51952, 0.95342, 1.79348, ]  185.00000
o [0.83568, 0.13947, 3.30565, 7.51952, 0.95342, 2.60037, ]  185.00000
o [1.00000, 6.54067, 7.73505, 3.48031, 0.90135, 0.61728, ]  185.66667
o [0.87799, 0.31132, 0.56888, 5.72550, 0.76638, 0.81534, ]  186.16667
o [0.37634, 0.34364, 1.37633, 3.67109, 7.34372, 9.05562, ]  186.33333
o [0.87799, 0.34364, 7.73505, 4.79111, 0.76638, 9.05562, ]  186.83333
o [0.87799, 0.34364, 7.73505, 4.79111, 0.76638, 9.05562, ]  187.83333
o [0.99855, 0.05624, 4.26745, 7.51952, 0.95342, 2.60037, ]  188.00000
o [0.37634, 7.34433, 1.37633, 3.67109, 5.61626, 0.61728, ]  188.33333
o [0.87799, 0.39809, 0.56888, 5.72550, 0.76638, 0.61728, ]  188.33333
o [0.37634, 11.06444, 1.37633, 3.67109, 5.38800, 0.44515, ]  188.50000
o [0.37634, 0.41363, 1.37633, 3.67109, 5.38800, 9.05562, ]  189.66667
o [0.87799, 0.31132, 0.56888, 4.23515, 0.76638, 0.00957, ]  190.16667
o [1.00000, 7.34433, 7.73505, 2.65359, 0.60067, 1.07832, ]  191.50000

GEN 1, TIME 392.76, PARAMS: [ 0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ], SCORE: 150.00
p [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  150.00000
p [0.47232, 0.31132, 1.05235, 5.72550, 9.04620, 0.00957, ]  150.83333
p [0.47232, 0.31132, 0.40129, 5.72550, 4.54958, 0.01209, ]  151.00000
p [0.50790, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  151.16667
p [0.47232, 0.31132, 0.47538, 8.69567, 9.04620, 0.00957, ]  155.66667
p [0.73992, 0.31132, 0.91860, 5.72550, 10.62586, 0.00957, ]  160.00000
p [0.47232, 0.34032, 0.77758, 5.72550, 9.04620, 0.00957, ]  160.50000
p [0.47232, 0.31132, 0.56888, 7.09971, 9.04620, 0.00957, ]  162.33333
p [0.58628, 0.31132, 0.56888, 5.72550, 17.58250, 0.00957, ]  163.16667
p [0.42833, 0.37137, 0.56888, 5.72550, 4.80236, 0.00957, ]  165.00000
p [0.47232, 0.31132, 0.56888, 10.54508, 9.04620, 0.00957, ]  166.66667
p [0.37634, 0.34364, 1.37633, 3.67109, 5.88188, 9.05562, ]  167.00000
p [0.47232, 0.34457, 0.56888, 6.16682, 9.04620, 0.01912, ]  167.50000
p [0.37634, 0.36622, 1.37633, 3.67109, 3.53087, 9.05562, ]  168.83333
p [0.47969, 0.47446, 0.07231, 9.65572, 3.58130, 4.71473, ]  169.83333
p [0.37634, 0.34364, 1.37633, 4.97850, 7.59736, 9.05562, ]  171.50000
p [0.83568, 0.08683, 6.27957, 4.91044, 0.95342, 2.60037, ]  172.16667
p [0.83568, 0.08683, 4.26745, 7.51952, 0.95342, 2.60037, ]  172.50000
p [0.37634, 0.34364, 1.37633, 5.18007, 5.38800, 9.05562, ]  173.50000
p [0.47232, 7.34433, 7.73505, 3.50900, 9.04620, 0.00513, ]  174.33333
o [0.73992, 0.41242, 0.91860, 5.72550, 10.62586, 0.00957, ]  143.33333
o [0.47232, 0.31132, 0.31320, 5.72550, 9.04620, 0.00957, ]  147.00000
o [0.30000, 0.31132, 0.40129, 5.72550, 9.04620, 0.00754, ]  149.83333
o [0.30000, 0.31132, 0.40129, 2.90638, 4.54958, 0.01209, ]  150.16667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  150.83333
o [0.47232, 0.31132, 0.29436, 5.72550, 9.04620, 0.00957, ]  151.00000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  151.16667
o [0.47232, 0.31132, 0.42828, 5.72550, 10.23065, 0.01349, ]  151.16667
o [0.47232, 0.40023, 0.56888, 5.72550, 9.04620, 0.00556, ]  153.16667
o [0.47232, 0.31132, 0.40129, 5.72550, 4.54958, 0.01209, ]  153.50000
o [0.50790, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  154.16667
o [0.47232, 0.31132, 0.40129, 5.72550, 4.54958, 0.01209, ]  154.16667
o [0.57452, 0.16575, 0.52470, 5.72550, 10.62586, 0.00957, ]  154.66667
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  155.16667
o [0.47232, 0.31132, 0.64017, 4.86832, 9.04620, 0.00957, ]  155.16667
o [0.47232, 0.31132, 0.56888, 5.72550, 12.26889, 0.00957, ]  155.33333
o [0.47232, 0.31132, 1.05235, 5.72550, 9.04620, 0.00957, ]  156.00000
o [0.47232, 0.31132, 0.56888, 5.72550, 9.04620, 0.00957, ]  156.16667
o [0.47232, 0.31132, 0.29624, 5.72550, 9.04620, 0.00957, ]  156.16667
o [0.54709, 0.26358, 0.60074, 5.72550, 9.04620, 0.01208, ]  156.33333
o [0.47232, 0.31132, 0.40129, 5.72550, 9.04620, 0.00957, ]  156.50000
o [0.43893, 0.31132, 0.56888, 7.34382, 4.54958, 0.01209, ]  156.83333
o [0.30000, 0.22752, 0.56888, 5.72550, 9.04620, 0.00957, ]  156.83333
